sc,model,scenario,MPscen,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2070,y2080,y2090,y2100,rank
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|Sulfur,,,,,,,,,,,92.15418255,,,,,108.5628476,,,,,99.94693851,,,,,,,,,,74.30554469,,63.79733934,,49.19851398,,35.6706914,,27.9114965,24.23349194,21.93271662,19.55710815,17.59524064,19
601,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_15,Emissions|VOC,,,,,,,,,,,190.7659284,,,,,196.4786927,,,,,189.8171299,,,,,,,,,,176.6444781,,165.7049256,,150.4630147,,130.3113744,,112.9957072,99.8942519,86.05839884,75.91888068,71.95917353,20
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|BC,,,,,,,,,,,6.908072986,,,,,7.051521066,,,,,7.096967123,,,,,,,,,,6.0399258,,5.071869449,,4.135514878,,3.402427573,,2.907983518,2.375439207,1.870601934,1.464325245,1.381684366,10
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|CO,,,,,,,,,,,859.4526526,,,,,892.3366766,,,,,861.1360921,,,,,,,,,,771.7075256,,666.9323939,,531.48948,,431.4080459,,352.4627021,286.6975045,219.4008211,172.7798397,151.6325883,11
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|CO2,,,,,,,,,,,31667.90818,,,,,35933.06969,,,,,38542.01814,,,,,,,,,,42471.89622,,32988.5635,,23349.65125,,10370.08467,,-320.9893261,-6009.593873,-10603.26635,-14522.8627,-16199.17209,12
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|N2O,,,,,,,,,,,7797.722655,,,,,8252.077843,,,,,8725.522278,,,,,,,,,,9701.290692,,9873.13171,,9324.282393,,8719.238677,,8056.420367,7236.768892,6764.450584,6298.184833,5980.175569,14
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|NH3,,,,,,,,,,,52.21303021,,,,,54.26748468,,,,,56.04023332,,,,,,,,,,49.7070849,,46.31958764,,42.29211329,,37.68737677,,33.92043728,30.6435114,27.69007763,25.18409791,23.48865849,15
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|NOx,,,,,,,,,,,112.1667334,,,,,119.5270866,,,,,114.3600528,,,,,,,,,,107.889935,,93.49633432,,77.47013586,,64.74472609,,58.7369845,53.71165512,49.62984256,45.29851248,42.03844262,16
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|OC,,,,,,,,,,,34.54351736,,,,,33.99336132,,,,,33.3069011,,,,,,,,,,29.59614712,,24.70486344,,20.40228095,,17.42367224,,14.5204624,11.6621179,8.74086134,6.620953628,5.927562257,17
602,MESSAGEix-GLOBIOM_GE,SSP2_noint_lc_50,Emissions|Sulfur,,,,,,,,,,,92.15418255,,,,,108.5628476,,,,,99.94693851,,,,,,,,,,74.30554469,,48.51476985,,34.13145741,,25.62412,,22.44170097,20.66438118,18.89029114,16.24648018,14.42822976,19
